Time,IBV,PETRO,BANESPA,CEMIG
1996-05-28, 7816.2,16232.39,2.975209, 26.5438
1996-05-29, 7835.4,16316.06,3.009018,26.42091
1996-05-30, 7904.9,16190.55,2.988733, 26.5438
1996-05-31, 7817.5,15730.35,2.907591,26.48236
1996-06-01, 7890.6,16023.21,2.839973,27.34257
1996-06-02, 7759.7,15730.35,2.839973,27.40402
1996-06-03,7759,15730.35,2.772354,27.21969
1996-06-04, 7849.7, 15897.7,2.833211,26.97391
1996-06-05, 7736.9,15814.03,2.738545,26.41477
1996-06-06, 7788.8,16065.04,2.839973,26.48236
1996-06-07, 7964.6,16818.09,2.738545,26.97391
1996-06-08, 8095.9,17487.47,2.738545,26.97391
1996-06-09, 8102.2,17320.12,2.975209, 27.0968
1996-06-10, 8171.1, 17403.8,2.900829,27.15824
1996-06-11, 8147.8, 17403.8,2.839973,27.77268
1996-06-12, 8316.5,18072.34,2.833211,29.24734
1996-06-13, 8670.6,18700.71,2.839973,30.10755
1996-06-14, 8764.9,18575.21, 3.04959,29.80033
1996-06-15, 8699.9,18574.37,3.245683,28.82337
1996-06-16,8816,18658.88, 3.34711,29.49311
1996-06-17, 8950.2,18909.89,3.178064,29.12445
1996-06-18, 8771.3,18407.86,3.042828,28.81723
1996-06-19, 8701.8,17988.66,3.042828, 28.6329
1996-06-20, 8719.5,17654.81,3.029304, 28.3564
1996-06-21, 8959.2,18115.01,3.009018,28.63904
1996-06-22, 9149.1,18575.21,2.968447,28.57145
1996-06-23, 8927.8,18073.17,  2.9414,27.95701
1996-06-24, 8776.7,17738.49,2.921115,26.66669
1996-06-25, 8828.7, 17989.5,2.839973,26.02153
1996-06-26,8978,17738.49,2.704736,27.02921
1996-06-27,8961, 17989.5,2.704736,27.40402
1996-06-28,9074,18156.85,2.772354,27.87714
1996-06-29,9125,18240.52,2.873782,28.20279
1996-06-30,9180,18324.19, 3.38092,28.26423
1996-07-01,9419,18407.86,3.279492,29616
1996-07-02,9565,18324.19,3.313301,30.72199
1996-07-03,9317,17738.49,3.326825,29.18589
1996-07-04,9314,17822.16,3.448538,29.43167
1996-07-05,9499,18115.01,3.685202,29.49311
1996-07-06,9263,17612.98,3.719012,29.06301
1996-07-07,9172,17529.31,3.752821,28.26423
1996-07-08,9087,17738.49,3.651393,27.34257
1996-07-09,9302,18491.53,3.549966,27.71124
1996-07-10,9301,18491.53,3.522918,28.01846
1996-07-11,9327,18163.56,3.719012,27.83413
1996-07-12,9380,18582.08,3.847487,28.14135
1996-07-13,9271,18247.26,3.752821,27.64979
1996-07-14,9044,17619.49,3.617584,26.78958
1996-07-15,9138,17577.64,3.583775,26.85102
1996-07-16,9237,17200.98,3.448538,27.77268
1996-07-17,9302,17075.42,3.320063,27.95701
1996-07-18,9705,17284.68, 3.34711, 28.6329
1996-07-19,9836,17535.79, 3.34711,29616
1996-07-20,9737, 17786.9,3.435014,29616
1996-07-21,9819,18038.01,3.448538, 29.6713
1996-07-22,9732,18079.86, 3.78663,29.73889
1996-07-23,9517, 17576.8,4.036818,29.43167
1996-07-24,9455,17535.79,4.699478,28.87867
1996-07-25,9490,17493.94,4.598051,28.87867
1996-07-26,9565,17410.23,5.206616,29.05686
1996-07-27,9418,17075.42,5.335091,28.57145
1996-07-28,9422,17200.98,5.544708,27.77268
1996-07-29,9473,17619.49,6.018037,28.51001
1996-07-30,9634, 17954.3,6.220892,28.69434
1996-07-31,9708,18246.43,6.078894,28.87867
1996-08-01,9731,18330.97,6.153274,28.94012
1996-08-02,9761,18456.52,6.288511,29.11831
1996-08-03,9858,18707.63,6.694221,29.48697
1996-08-04,9982,18707.63,6.761839,29.79419
1996-08-05,10074,19126.15, 7.05936, 29.8632
1996-08-06,9993,19084.29,7.235168,29.11035
1996-08-07,10218,19042.44, 6.83622,29.17308
1996-08-08,10179,19000.59,7.093169,29.17308
1996-08-09,10437,19000.59,7.052598,29.67499
1996-08-10,10491,18624.76,8.046589,30.11415
1996-08-11,10681,19000.59,9.331338,30.17689
1996-08-12,10647,19419.94,10.14276,30.17689
1996-08-13,10282,18916.89,8.655154,29.11035
1996-08-14,10353, 19335.4,8.790391,29.23582
1996-08-15,10498, 20171.6,8.783629,28.98487
1996-08-16,10505,20297.99,8.215635,28.98487
1996-08-17,10640,21176.87,9.459813,28.67118
1996-08-18,10714, 20549.1,9.459813,29.67499
1996-08-19,10745,20507.25,9.459813,29.80046
1996-08-20,10764,20256.14,9.459813,29.98868
1996-08-21,10960,20423.54,9.459813,30.99248
1996-08-22,11133,20423.54,9.459813,30.61605
1996-08-23,11300,20925.76,9.459813,29.80046
1996-08-24,11344,21427.98,9.459813,30.74153
1996-08-25,11360,20925.76,10.78513,31.74534
1996-08-26,11110,20674.65,13.05035,32.93735
1996-08-27,11029,20590.95,14.26748,33.87842
1996-08-28,11106,20842.06,16.76936,34.44306
1996-08-29,11333,21761.95,18.92639,33.87842
1996-08-30,11396,22181.31,17.58078,34.06663
1996-08-31,11428,22265.01,16.23518,34.38032
1996-09-01,11489,23436.01, 15.8227,34.81949
1996-09-02,11851, 24776.1,16.76936,35.07044
1996-09-03,11828,25278.32,17.44555,36.07424
1996-09-04,11953,25780.54,17.90535,35.57234
1996-09-05,12118,25947.94,17.17507, 34.5058
1996-09-06,12205,25864.24,16.22841, 34.5058
1996-09-07,12205, 24859.8,16.09318,34.25485
1996-09-08,12121,24441.29,15.41023,33.87842
1996-09-09,12238, 24859.8,15.55223,33.87842
1996-09-10,12587,25947.94,16.37041,34.19211
1996-09-11,13053,26701.27,17.24269,35.76056
1996-09-12,12873,25947.94,17.10745,35.76056
1996-09-13,12757,25278.32,17.91887,34.63127
1996-09-14,12567,25028.05,17.92564,34.81949
1996-09-15,13002,25445.72,19.74457,35.44687
1996-09-16,13259,26115.35,20.15028,35.13318
1996-09-17,13284,25362.02,19.27124,35.13318
1996-09-18,13493,25864.24,20.01504,35.44687
1996-09-19,13502,26366.46,19.54172,34.94496
1996-09-20,13617, 27454.6,19.74457,35.32139
1996-09-21,13617, 27454.6,19.74457,35.32139
1996-09-22,13608,27203.49,20.28552,37.64269
1996-09-23,13153,26533.86,20.28552,38.89745
1996-09-24,12698,25613.13,21.23218,38.57748
1996-09-25,11617,23520.55,18.93991,34.51835
1996-09-26,12640,25947.94,21.90836,36.63888
1996-09-27,11728,24524.99,22.31407, 34.5058
1996-09-28,11181,23687.96,22.92264,31.99629
1996-09-29,11291,23687.96,23.59882,32.62366
1996-09-30,12235,25696.83,24.95119,35.32139
1996-10-01,12426,26450.16, 25.3569,36.39421
1996-10-02,12524,26366.46,25.35014, 37.8309
1996-10-03,12522,26784.14,28.39973,38.27634
1996-10-04,12937, 27454.6,28.06163,38.89745
1996-10-05,13043,27621.17,26.96622,38.89745
1996-10-06,13018,28040.52,25.68147,38.27007
1996-10-07,12872, 27538.3,26.50641,38.27007
1996-10-08,12259,25947.94,26.37117,36.38793
1996-10-09,12016,25948.78,26.70927, 35.5096
1996-10-10,11908,25110.91,26.36441, 35.5096
1996-10-11,12523,25780.54,26.97974, 36.8271
1996-10-12,12322,25529.43,29.07591,35.76056
1996-10-13,12128,25278.32,30.09018,35.13318
1996-10-14,11948,25361.18,29.75885,34.69401
1996-10-15,11809,25445.72,29414,34.81949
1996-10-16,11850,26115.35,30.77313,35.43432
1996-10-17,11904,26616.73,34.47862,35.35276
1996-10-18,11334,25195.45,33.13301,34.19838
1996-10-19,11337,24608.69,32.11874,34.19211
1996-10-20,11211,24273.88,33.94443,33.87842
1996-10-21,10848,23436.85,33.68072,32.12176
1996-10-22,11180,23939.91,33.73482,31.69515
1996-10-23,11157,23771.66,33.80243,32.30998
1996-10-24,11421,23855.37, 33.4711,32.99382
1996-10-25,11626,24106.48,33.34939, 34.5058
1996-10-26,11719,25278.32,36.24346,34.63127
1996-10-27,11267,24273.88,37.32535,33.25104
1996-10-28,10609,22265.01,35.14804,30.74153
1996-10-29,10109,21176.87,32.80168,27.99989
1996-10-30,11062,23521.39,34.47862, 29.4805
1996-10-31,11119, 23772.5,37.52821,30.74153
1996-11-01,11430,24106.48,38.87381,32.05902
1996-11-02,11838, 24859.8, 37.8663, 34.0039
1996-11-03,11684,24943.51,35.16156,34.88223
1996-11-04,11734,25277.48,35.83775,35.75428
1996-11-05,11361,24190.18,35.16156,34.81949
1996-11-06,11093,23353.15,35.16156,33.43926
1996-11-07,11292,23856.35,34.82347,34.81949
1996-11-08,10864,23020.09, 33.4711,33.94116
1996-11-09,11204,24107.47,33.94443,35.13945
1996-11-10,11524,24944.57,37.06164,36.13698
1996-11-11,11713,25112.82,38.07592,36.63888
1996-11-12,11649,25278.57,38.53572,37.20353
1996-11-13,11697,25447.66,38.54248,37.33527
1996-11-14,11516, 25195.7,37.19012,36.38793
1996-11-15,11482,25196.53,35.14128, 35.7982
1996-11-16,11384,25029.12,35.80394,35.13318
1996-11-17,11533,25531.37, 36.3787,36.51341
1996-11-18,11614,25447.66, 36.0406,37.57995
1996-11-19,11797,26117.34,35.16156,38.39554
1996-11-20,12173,26453.01,35.63489,38.27007
1996-11-21,12396,27162.87,35.83775,38.27007
1996-11-22,12540,27204.72,37.12926,37.64269
1996-11-23,12688,26786.18,37.39297,38.26379
1996-11-24,12480,26285.59,37.05488,37.39174
1996-11-25,12432,26284.76,36.85202,37.01531
1996-11-26,12684, 26703.3,36.84526,37.65524
1996-11-27,12737,26620.43,36.58155,37.51721
1996-11-28,12697,26284.76, 36.2367,37.61759
1996-11-29,12895,26786.18, 36.3787,37.64269
1996-11-30,12830, 26703.3,36.44631,38.45201
1996-12-01,12578, 26116.5,35.77013,37.51721
1996-12-02,12487,26117.34,35.49966,37.95638
1996-12-03,12703,26787.01,36.44631,37.89364
1996-12-04,13015,27121.85,36.31108,38.39554
1996-12-05,12955,26954.43,38.13677,38.25125
1996-12-06,11899,25029.95,35.83775,35152
1996-12-07,11545,24191.18,36.50041,33.89097
1996-12-08,9816,19671.71,31.10446,30.42784
1996-12-09,10447,21346.74,32.05112,32.61112
1996-12-10,9818,21261.35, 27.7303,31.36891
1996-12-11,8854,18500.62,23.66644,26.97726
1996-12-12,8986,17160.43,23.66644,27.60464
1996-12-13,9858,19671.71,25.68823,29.92594
1996-12-14,10254,20759.94,29.44781,31.99629
1996-12-15,9988,20507.97,32.11197,31.05522
1996-12-16,9434,19419.75,30.56351,29.48677
1996-12-17,8832,18416.07,27.72354,26.97726
1996-12-18,9006,19169.46,28.05487,27.61091
1996-12-19,8710,18750.91,27.38545,26.66357
1996-12-20,7822,16741.05,21.63789,23.21299
1996-12-21,8072,16993.01,22.31407,23.21299
1996-12-22,8731,17745.56,24.34938,25.09513
1996-12-23,9083,18918.33,25.62737, 28.0438
1996-12-24,9027,18834.62,28.37944,28.23202
1996-12-25,9332,19002.04,28.19687,28.73392
1996-12-26,9188, 18667.2, 27.9264, 29.4805
1996-12-27,9422,19420.58,28.73782, 31.6826
1996-12-28,9070,18082.07,28.59582,30.45921
1996-12-29,9150,18332.36,28.39973,31.24343
1996-12-30,9372,19002.04,29.27876,33.56473
1996-12-31,9619,20340.55,30.09018,34.81949
1997-01-01,9394,20341.39,29.74533,33.56473
1997-01-02,9648,20592.52,29.54924,33.69021
1997-01-03,9964, 22266.7,29.86028,33.12557
1997-01-04,9991,21931.87,32.79492,33.25104
1997-01-05,10046,21764.45, 33.4711,32.93735
1997-01-06,10080,21931.03,33.67396,31.99629
1997-01-07,10078,22183,33.13301,31.24343
1997-01-08,9840,21764.45,32.11874,30.86701
1997-01-09,9461,21094.77,30.42152,29.80046
1997-01-10,9108,19671.71,28.39973, 28.8594
1997-01-11,9146,19922.84,29.00829,29.48677
1997-01-12,9550,20843.64,30.07666, 30.7478
1997-01-13,9742,21178.48,29.75885,30.42784
1997-01-14,9853,20843.64,31.67922,29.80046
1997-01-15,9482,19922.84,30.56351,28.54571
1997-01-16,9139,18750.91,30.42828,27.29095
1997-01-17,9494,19336.88,31.08418,27.91833
1997-01-18,9554,19922.84,30.76637,28.62814
1997-01-19,9554,19922.84,30.76637,28.62814
1997-01-20,9794,20507.13,30.76637, 29.9005
1997-01-21,10051, 21345.9,30.76637,30.53668
1997-01-22,10196,21848.16,30.76637,30.84841
1997-01-23,10196,21848.16,30.76637,30.84841
1997-01-24,10479,22475.98,30.76637,32.12713
1997-01-25,10606,22810.82, 42.2615,32.43886
1997-01-26,10184,22183,44.35767,30.53668
1997-01-27,9879,21513.32,46.65669,29.25796
1997-01-28,9657,20927.35,44.27652,28.31005
1997-01-29,9118,19420.58,43.27577,26.52874
1997-01-30,9227,19336.88,42.60635, 26.7196
1997-01-31,9415,20090.26,43.81672,28.93987
1997-02-01,9349,20173.97,43.27577,28.62814
1997-02-02,9140,19588,41.24722,27.35578
1997-02-03,9448,20299.53, 41.9234,28.11919
1997-02-04,9752,21011.06,43.61386,29.39155
1997-02-05,9568,20173.97, 41.9234,28.62814
1997-02-06,9385,19922.84,41.24722,27.67387
1997-02-07,9709,20090.26,41.99102, 28.5009
1997-02-08,9467,19922.84,40.23294,27.29216
1997-02-09,9513,20090.26,41.24046,27.03769
1997-02-10,9651,20508.81,39.21867,26.97407
1997-02-11,9773,20759.94, 40.5778,27.67387
1997-02-12,9785,20508.81,39.89485,28.31005
1997-02-13,9720,20090.26,38.88058,28.24643
1997-02-14,9973,19922.84,40.56427,28.94623
1997-02-15,10054,20132.11,38.27201,29.25796
1997-02-16,9971,19922.84,38.53572,29.83688
1997-02-17,9948,20090.26,38.54248,30.79115
1997-02-18,10010,20383.24,38.54248,30.53032
1997-02-19,10239,20676.23,39.21867,30.53668
1997-02-20,10278,20592.52,38.54248,30.53668
1997-02-21,10485,21261.35,38.74534,30.21859
1997-02-22,10350,21094.77,38.54248,29.39155
1997-02-23,10391,21094.77,38.88058,29.57605
1997-02-24,10233,20927.35, 38.6101,28.62814
1997-02-25,10420,21262.19,38.81296,29.77326
1997-02-26,10322,20927.35,38.47487,29.58241
1997-02-27,10235,21262.19,38.20439,29.26432
1997-02-28,10318,21763.61,39.96247,29.58241
1997-03-01,10545,21680.74,42.52521,30.21859
1997-03-02,10556,21513.32, 42.2615,30.34583
1997-03-03,10570,21429.61,42.59959,30.85477
1997-03-04,10845,21638.88,43.27577,31.79632
1997-03-05,10939,21571.92,43.61386,31.80904
1997-03-06,10898,21429.61,43.27577,31.49095
1997-03-07,10947,21513.32,44.62138,32.12713
1997-03-08,11159,21555.17,45.90613, 33.0814
1997-03-09,11166,21680.74,45.97375, 33.0814
1997-03-10,11180,22350.41, 45.9467,32.44522
1997-03-11,11223,22434.12,45.03385, 33.0814
1997-03-12,11356,22768.96,47.31935,32.95417
1997-03-13,11566,22936.38,47.67097,33.71758
1997-03-14,11600,23020.09,47.94144,33.20864
1997-03-15,11808,23187.51,47.94144,35.61977
1997-03-16,11894,23061.94,57.10207,35.94422
1997-03-17,11831,23061.94,57.00528, 36.5804
1997-03-18,11919,23355.88,57.10207, 36.5804
1997-03-19,12038,23272.17,57.68277,36.57404
1997-03-20,11905,23026.17,57.77955,35.94422
1997-03-21,11756,22523.78,60.19913,36.26231
1997-03-22,11945,22774.14, 67.2643,34.36013
1997-03-23,11899,22942.44,71.61954,34.09929
1997-03-24,11750,22272.59,71.52276,34.16291
1997-03-25,11946,22691.25,73.55521,35.11718
1997-03-26,11836,22607.51,72.58737,35.62613
1997-03-27,11857,23193.63,72.58737,36.38954
1997-03-28,11634,22691.25,70.16779,34.98995
1997-03-29,11948,23277.37, 72.5777,36.26231
1997-03-30,11847,23444.83,72.58737,35.94422
1997-03-31,11974,23947.22,74494,36.27503
1997-04-01,12120,24197.58,75.49087,37.21658
1997-04-02,12269,24699.96,77.91045, 36.5804
1997-04-03,12299, 24700.8,82.26569,36.26231
1997-04-04,12090,24365.88,79.84611,35.75336
1997-04-05,12108,24282.14,77.90077,36.77125
1997-04-06,12028,24030.95,75.97478,36.90485
1997-04-07,11703,23612.29,75.00695,35.62613
1997-04-08,11572,23695.19, 74.1359, 35.1808
1997-04-09,11728,24198.41,71.61954,35.30804
1997-04-10,11057,23402.13,67.74822,33.52673
1997-04-11,11377,24114.68,71.61954,34.36013
1997-04-12,11527,24030.95,74.03912,34.35377
1997-04-13,11677,24282.14,73.55521,35.30804
1997-04-14,11507,23444.83,74.52304,36.15082
1997-04-15,11554,23444.83,74.52304,36.55072
1997-04-16,11164,22858.71,72.10346,35.99086
1997-04-17,11063,22105.12,69.68388,35.99086
1997-04-18,11220,22021.39,73.55521,34.55123
1997-04-19,10983,21519,71.61954,33.51149
1997-04-20,10797,21100.35,70.16779,32.07186
1997-04-21,10779,20974.75,70.55493,31.59198
1997-04-22,10733,20932.88,69.68388,30.87216
1997-04-23,10906,21309.67,68.71605,31.59198
1997-04-24,10204, 19928.1,64.84472,29.27257
1997-04-25,10343,20137.43,64.74794,29.19259
1997-04-26,10408,19844.37,63.87689,29.59248
1997-04-27,10268,19676.91,64.84472,28.40079
1997-04-28,10239,19509.45,62.90906,28.39279
1997-04-29,10015,18839.59,60.00556,28.79269
1997-04-30,9436,17583.62,54.68249,26.71322
1997-05-01,9747,18002.28,59.52165,27.67297
1997-05-02,10152,19258.25,59.03773,30.49626
1997-05-03,9846, 18588.4, 58.0699,30.39228
1997-05-04,9605,18839.59,56.13424,28.79269
1997-05-05,10150,20011.84,60.00556,31.19208
1997-05-06,9855,19844.37, 58.0699,30.39228
1997-05-07,10191,20095.57,58.54414,31.19208
1997-05-08,10369,20345.92,60.00556,31.19208
1997-05-09,10540,20514.23,60.00556,30.40028
1997-05-10,10369,20011.84,57.58598,29.19259
1997-05-11,9868,19174.52, 55.1664,27.35305
1997-05-12,9584,18253.47,55.65032, 26.7932
1997-05-13,9073,17333.26,51.77899, 25.2016
1997-05-14,9248,17416.16,51.29508,25.27358
1997-05-15,9897,18337.21, 55.1664,28.15285
1997-05-16,9539,17499.89,55.15673,27.35305
1997-05-17,9686,18086.01,54.39214,27.98489
1997-05-18,9619,17667.35,52.45648,27.19309
1997-05-19,9937,18169.74,53.23074,29.35255
1997-05-20,9855,18086.01,53.42431,29.59248
1997-05-21,9527,17918.55,50.81116,28.63273
1997-05-22,9464,17583.62,49.35941,28.39279
1997-05-23,9603,17943.67,50.32725,28.39279
1997-05-24,9678,18002.28,51.78867,28.79269
1997-05-25,9914,18337.21,53.24042,29.99238
1997-05-26,9900,18420.94,54.68249,29.75244
1997-05-27,10115,19090.79,57.87633,30.79218
1997-05-28,10018,19760.64,57.11175,30.39228
1997-05-29,10205,20514.23,62.90906,31.19208
1997-05-30,10335,20932.88,62.42514,32.39177
1997-05-31,10335,20932.88,62.42514,32.39177
1997-06-01,10326,21016.61,64.84472,33.75143
1997-06-02,10419,21016.61,67.21591,34.55123
1997-06-03,10641,21686.47,67.74822,34.39127
1997-06-04,10648, 21770.2, 67.2643,34.79116
1997-06-05,10907,22356.32,68.81283,35.75092
1997-06-06,11057,22523.78,67.74822,36.47074
1997-06-07,11041,23109.07,66.78038,35.19106
1997-06-08,10922,23277.37,65.81255,34.39127
1997-06-09,10912,23277.37,63.87689,33.35153
1997-06-10,10639,22272.59,62.61871,32.39177
1997-06-11,10574,21937.66,62.13479,32.95163
1997-06-12,10564, 21770.2,60.98307,31.99188
1997-06-13,10318,21853.93,59.52165,31.19208
1997-06-14,10542,21686.47,58.56349,31.19208
1997-06-15,10939, 21938.5,60.48948,31.99987
1997-06-16,10707,21351.54,59.52165,31.59198
1997-06-17,10412,20523.44,59.52165,31.03212
1997-06-18,9859,19844.37,56.61815,29.19259
1997-06-19,9828,19258.25,55.65032,29.99238
1997-06-20,9689, 18588.4,56.13424,28.95265
1997-06-21,9319,17415.32,56.61815,27.83293
1997-06-22,9182,16913.77, 58.0699, 27.1771
1997-06-23,8801,16662.57, 55.1664,25.91342
1997-06-24,8417,16201.21,53.23074,24.23385
1997-06-25,8710,16578.84,53.71466, 25.5935
1997-06-26,8743,16662.57,53.21138, 26.7932
1997-06-27,8609,16202.05,52.74682,25.75346
1997-06-28,8642,16118.32,52.25323, 25.5935
1997-06-29,8541, 15826.1,52.26291, 24.7937
1997-06-30,7991,14987.94,49.35941,22.79421
1997-07-01,7763,14150.63,45.48809,21.98642
1997-07-02,7655,13397.05,45.28484,20.79472
1997-07-03,7651,13062.12,46.45592,20.55478
1997-07-04,7347,12141.07,44.52026,19.75498
1997-07-05,6616,10550.17,41.61676,17.59553
1997-07-06,6746,10466.44,40.64893,17.59553
1997-07-07,6472,10047.78,38.71327,17.59553
1997-07-08,6917,11052.56,39.87466,20.27648
1997-07-09,6804,11722.41,35.80977,20.20041
1997-07-10,6218,11136.29,30.97061,18.59452
1997-07-11,5837,10718.47,28.06712, 17.6648
1997-07-12,5816,10132.35,29.22852,16.90411
1997-07-13,5655,9880321,29.50919, 15.6363
1997-07-14,4760, 8205.69,25.16362,11.84133
1997-07-15,5398,9461663,29.03495,13.86137
1997-07-16,5818, 10633.9,34.35802,15.46726
1997-07-17,6905,12558.89,40.16501,19.86233
1997-07-18,6759,11303.76, 39.6811,19.86233
1997-07-19,6432,9629126,39.67142,19.86233
1997-07-20,6709,10005.92,42.57491,21.29918
1997-07-21,6449,9712858, 39.1004,20.70754
1997-07-22,6559,9964052,38.22935,20.36946
1997-07-23,7280,11554.95,41.32641, 23.8348
1997-07-24,6844, 10885.1,42.28456,23.24315
1997-07-25,6711,10298.98,40.64893,22.14439
1997-07-26,6827, 10591.2,40.64893,23.07411
1997-07-27,6868,10550.17,40.61989,22.98959
1997-07-28,6593,10214.41,38.71327, 21.8063
1997-07-29,5960,  9294.2,34.40642,19.86233
1997-07-30,6409,9796589,33.87411, 20.9611
1997-07-31,6122,9336066,30.58348,19.43973
1997-08-01,6336,9796589,32.90628,20.28493
1997-08-02,6156,9629126, 32.8966,20.03137
1997-08-03,6175,9712858,32.88692,19.86233
1997-08-04,6527,10381.87,35.31618,21.95844
1997-08-05,6618, 11010.7,35.80977,22.39795
1997-08-06,6445,10926.96,35.80977,21.55274
1997-08-07,6874,11554.95,37.72608,23.32767
1997-08-08,6707,11638.68,37.45508,23.07411
1997-08-09,6844,11889.88,38.71327,22.48247
1997-08-10,6973,12810.92,40.64893,23.24315
1997-08-11,7350,13983.17,42.56524,22.82055
1997-08-12,7603,14065.22,45.34291,23.64885
1997-08-13,7272,13145.85,42.58459,22.48247
1997-08-14,6971,12225.64,41.13285,19.86233
1997-08-15,6869,12057.34,40.64893,18.67904
1997-08-16,6826, 12224.8,40.16501,18.96359
1997-08-17,6538,11680.55,38.22935,18.78962
1997-08-18,7047,12559.73,42.58459,20.18144
1997-08-19,7509,13690.11,44.42347,22.18219
1997-08-20,7655,14233.52,45.00417,23.92196
1997-08-21,8092,15155.41,47.42375,24.35691
1997-08-22,8214,15404.93,50.32725,24.53089
1997-08-23,8242,15574.06,53.71466,24.35691
1997-08-24,8000,15239.14,53.71466,23.22605
1997-08-25,7762,14987.94,53.23074,22.61713
1997-08-26,7470,14234.36,50.13368,21.74724
1997-08-27,7615,14644.64,51.29508,21.74724
1997-08-28,8003, 15406.6,55.06962,23.22605
1997-08-29,8330,15908.15,58.06022,24.35691
1997-08-30,8547,16242.24,60.48948,25.92271
1997-08-31,8317, 15657.8,57.58598, 24.4526
1997-09-01,8531,15424.19,57.59566,25.05282
1997-09-02,8635,15574.06,59.71521, 26.7926
1997-09-03,8606, 15489.5,58.06022,26.09669
1997-09-04,8909,15908.99,59.52165,27.40152
1997-09-05,8953, 15406.6,59.99588,27.48851
1997-09-06,9093,15281,59.02805,28.27141
1997-09-07,8631,14318.09,56.23102,26.44464
1997-09-08,8544,14611.15, 58.0699, 25.2268
1997-09-09,8448,14904.21,57.10207,24.70487
1997-09-10,7706,13564.51,53.03717,22.18219
1997-09-11,7626,13313.31,52.74682,21.13832
1997-09-12,7945,13899.43,56.14391,22.18219
1997-09-13,7629,13397.05,55.45675,22.00821
1997-09-14,7572,12810.92, 55.1664,22.61713
1997-09-15,7530,12810.92,53.71466,23.03468
1997-09-16,7195,12308.54,51.29508,21.92122
1997-09-17,6583,11136.29,46.26235,20.00746
1997-09-18,6934,11554.95,49.84333,20.87735
1997-09-19,6618,11052.56,48.39158,19.57252
1997-09-20,6645,10968.83,48.39158,19.57252
1997-09-21,6781,11135.46,50.31757,19.31155
1997-09-22,7201,11764.28,52.71361,20.61638
1997-09-23,7115,12141.07, 52.0174,21.44673
1997-09-24,7176,12308.54,52.71361,21.53609
1997-09-25,7176,12308.54,52.71361,21.53609
1997-09-26,6898,11680.55,51.22172,20.10631
1997-09-27,6715,11220.03,49.72982,19.74886
1997-09-28,6784,11471.22,49.72982,20.55312
1997-09-29,6784,11471.22,49.72982,20.55312
1997-09-30,6941,11136.29,49.72982, 19.2127
1997-10-01,7110,11553.28,50.22712, 19.6595
1997-10-02,7330,11931.74,52.72356,20.81227
1997-10-03,6954,11621.94,51.71902,19.74886
1997-10-04,6781,11210.81,50.72442, 19.2127
1997-10-05,6403,10508.31,47.74063,17.87228
1997-10-06,5915,9964052,40.28116,17.15738
1997-10-07,5617, 9001.14,36.80007,14.65527
1997-10-08,5057,7284643,28.85324,13.04676
1997-10-09,6746,8790974,39.28656, 16.9876
1997-10-10,7113,9210469,40.77846,18.31908
1997-10-11,7380,9377932,43.26495, 19.6595
1997-10-12,7674,9922187,46.69631, 19.2127
1997-10-13,7321,9712858,43.76225, 19.2127
1997-10-14,7189,  9294.2,41.17629,18.94461
1997-10-15,7189,  9294.2,41.17629,18.94461
1997-10-16,7645,9588098,44.25954, 19.2127
1997-10-17,7687, 9587.26,44.75684,20.10631
1997-10-18,7987,10884.26,42.86711,20.99992
1997-10-19,8171,11387.49,40.28116, 23.1446
1997-10-20,8891,12643.46,47.24333,24.12757
1997-10-21,8731,13271.45,51.71902,24.39566
1997-10-22,8676,13062.12,50.22712,25.02119
1997-10-23,8652,12978.39,48.73523,23.32332
1997-10-24,8435,12434.13,47.74063,22.16162
1997-10-25,8824,13229.58,49.72982,23.05524
1997-10-26,8673,12936.52,49.22258,23.05524
1997-10-27,8853,12978.39,49.72982,23.68077
1997-10-28,8990,12852.79, 50.5255,24.57438
1997-10-29,8952,12560.57,51.71902,24.12757
1997-10-30,8974,12727.19,51.42064,23.23396
1997-10-31,8860,12978.39,50.72442,23.77013
1997-11-01,9013,13480.78,51.71902,24.21693
1997-11-02,9074,14318.09,50.22712,23.77013
1997-11-03,8942,14150.63,49.22258,23.51992
1997-11-04,8953,13690.11,53.21091,23.94885
1997-11-05,8674,12978.39,51.71902,23.41268
1997-11-06,8910,13489.99,54.70281,23.94885
1997-11-07,9198,14318.09,57.98498, 24.7531
1997-11-08,9070,14150.63,58.39276,24.84246
1997-11-09,9154,13917.02,59.57633,25.46799
1997-11-10,9508,14820.48, 63.3558,26.09352
1997-11-11,9465,15071.68,66.04121,26.80841
1997-11-12,9785,15825.26,69.12446,27.16586
1997-11-13,9484,15783.39,66.76726,26.54033
1997-11-14,9778,16578.84,69.42284,27.56799
1997-11-15,9697, 16997.5,65.64337,26.71905
1997-11-16,9574,16914.61,65.64337,25.89693
1997-11-17,10413,18337.21,69.62175,27.70203
1997-11-18,10658,18337.21,70.61635,29.04245
1997-11-19,10634,18169.74,70.61635,28.77436
1997-11-20,10894,18337.21,71.61095,31.18712
1997-11-21,10835,18672.13,69.12446,30.47223
1997-11-22,10527,18002.28,67.63256,28.86373
1997-11-23,10416,17751.08,70.61635,27.70203
1997-11-24,10428,17205.99,72.61549,27.70203
1997-11-25,10937,18426.71,77.09117,28.60458
1997-11-26,10865,18384.83,78.32447,30.20415
1997-11-27,10868,18996.27,77.97636,31.81265
1997-11-28,11027,19851.43,77.19063,34.85094
1997-11-29,10696,19934.35,77.57853,34.27009
